	ParticipantId	PointClick_task_time_	PointClick_mouse_dist_	PointClick_speed_mean_	PointClick_speed_sd_	PointClick_pos_accel_mean	PointClick_pos_accel_sd	PointClick_neg_accel_mean	PointClick_neg_accel_sd	PointClick_pos_jerk_mean	PointClick_pos_jerk_sd	PointClick_neg_jerk_mean	PointClick_neg_jerk_sd	PointClick_pos_snap_mean	PointClick_pos_snap_sd	PointClick_neg_snap_mean	PointClick_neg_snap_sd	PointClick_angle_mean_	PointClick_angle_sd_	PointClick_x_flips_	PointClick_y_flips_	PointClick_total_dev_ideal_line_	PointClick_mean_dev_ideal_line_	PointClick_sd_dev_ideal_line_	PointClick_num_trials	DragDrop_task_time_	DragDrop_mouse_dist_	DragDrop_speed_mean_	DragDrop_speed_sd_	DragDrop_pos_accel_mean	DragDrop_pos_accel_sd	DragDrop_neg_accel_mean	DragDrop_neg_accel_sd	DragDrop_pos_jerk_mean	DragDrop_pos_jerk_sd	DragDrop_neg_jerk_mean	DragDrop_neg_jerk_sd	DragDrop_pos_snap_mean	DragDrop_pos_snap_sd	DragDrop_neg_snap_mean	DragDrop_neg_snap_sd	DragDrop_angle_mean_	DragDrop_angle_sd_	DragDrop_x_flips_	DragDrop_y_flips_	DragDrop_total_dev_ideal_line_	DragDrop_mean_dev_ideal_line_	DragDrop_sd_dev_ideal_line_	DragDrop_num_trials	DragDrop_num_drags	Drawing_task_time_	Drawing_mouse_dist_	Drawing_speed_mean_	Drawing_speed_sd_	Drawing_pos_accel_mean	Drawing_pos_accel_sd	Drawing_neg_accel_mean	Drawing_neg_accel_sd	Drawing_pos_jerk_mean	Drawing_pos_jerk_sd	Drawing_neg_jerk_mean	Drawing_neg_jerk_sd	Drawing_pos_snap_mean	Drawing_pos_snap_sd	Drawing_neg_snap_mean	Drawing_neg_snap_sd	Drawing_angle_mean_	Drawing_angle_sd_	Drawing_x_flips_	Drawing_y_flips_	Drawing_total_dev_ideal_line_	Drawing_mean_dev_ideal_line_	Drawing_sd_dev_ideal_line_	Drawing_num_drawings	Drawing_par_index	condition	FollowBox_mouse_dist_	FollowBox_speed_mean_	FollowBox_speed_sd_	FollowBox_pos_accel_mean	FollowBox_pos_accel_sd	FollowBox_neg_accel_mean	FollowBox_neg_accel_sd	FollowBox_pos_jerk_mean	FollowBox_pos_jerk_sd	FollowBox_neg_jerk_mean	FollowBox_neg_jerk_sd	FollowBox_pos_snap_mean	FollowBox_pos_snap_sd	FollowBox_neg_snap_mean	FollowBox_neg_snap_sd	FollowBox_angle_mean_	FollowBox_angle_sd_	FollowBox_x_flips_	FollowBox_y_flips_	FollowBox_in_box_ratio	LoadingTask_mouse_dist_	LoadingTask_speed_mean_	LoadingTask_speed_sd_	LoadingTask_pos_accel_mean	LoadingTask_pos_accel_sd	LoadingTask_neg_accel_mean	LoadingTask_neg_accel_sd	LoadingTask_pos_jerk_mean	LoadingTask_pos_jerk_sd	LoadingTask_neg_jerk_mean	LoadingTask_neg_jerk_sd	LoadingTask_pos_snap_mean	LoadingTask_pos_snap_sd	LoadingTask_neg_snap_mean	LoadingTask_neg_snap_sd	LoadingTask_angle_mean_	LoadingTask_angle_sd_	LoadingTask_x_flips_	LoadingTask_y_flips_	LoadingTask_movement	PatternTyping_Writing_time_mean	PatternTyping_Writing_time_sd	PatternTyping_Chars_tpd_mean	PatternTyping_Chars_tpd_sd	PatternTyping_Time_p_Keystr_mean	PatternTyping_Time_p_Keystr_sd	PatternTyping_Time_p_keystr_no_Bcksp_mean	PatternTyping_Time_p_keystr_no_Bcksp_sd	PatternTyping_Corr_time_mean	PatternTyping_Corr_time_sd	PatternTyping_time_spent_corr_mean	PatternTyping_time_spent_corr_sd	PatternTyping_Bckspce_presses_mean	PatternTyping_Bckspce_presses_sd	PatternTyping_Dwelltime_Mean_mean	PatternTyping_Dwelltime_Mean_sd	PatternTyping_Dwelltime_Median_mean	PatternTyping_Dwelltime_Median_sd	PatternTyping_Dwelltime_SD_mean	PatternTyping_Dwelltime_SD_sd	PatternTyping_1_keyspushed_mean	PatternTyping_1_keyspushed_sd	PatternTyping_0_keyspushed_mean	PatternTyping_0_keyspushed_sd	PatternTyping_Latency_mean_mean	PatternTyping_Latency_mean_sd	PatternTyping_Latency_median_mean	PatternTyping_Latency_median_sd	PatternTyping_latency_std_mean	PatternTyping_latency_std_sd	PatternTyping_down_down_mean_mean	PatternTyping_down_down_mean_sd	PatternTyping_down_down_median_mean	PatternTyping_down_down_median_sd	PatternTyping_down_down_sd_mean	PatternTyping_down_down_sd_sd	PatternTyping_up_up_mean_mean	PatternTyping_up_up_mean_sd	PatternTyping_up_up_median_mean	PatternTyping_up_up_median_sd	PatternTyping_up_up_sd_mean	PatternTyping_up_up_sd_sd	PatternTyping_writing_trials	PatternTyping_incomplete_trials
32	O4TDUgPDzOWhPQkQpSRb3U2E0Fp1_HS	22200.0	11083.0	499.234	797.419	10.625	19.596	-9.982	19.514	0.073	0.143	-0.071	0.14	0.635	1.02	-0.818	1.726	9.743	19.261	44.0	44.0	27155.268	21.298	33.179	25.0	59895.0	49628.606	828.593	1236.884	15.597	29.764	-14.601	26.533	0.111	0.22	-0.107	0.222	0.912	1.531	-1.218	2.652	9.072	19.828	94.0	93.0	21082.182	15.266	20.627	14.0	34.0	52890.0	6511.351	123.111	135.515	2.626	5.265	-2.631	4.94	0.029	0.044	-0.03	0.042	0.239	0.366	-0.285	0.471	8.638	15.602	21.0	16.0	8911.557	3.026	2.544	11.0	17.0	0.0	8947.999	287.763	210.221	4.918	5.552	-4.977	5.54	0.047	0.053	-0.045	0.052	0.389	0.396	-0.463	0.545	3.422	10.074	9.0	31.0	0.702	292.252	94.58	189.79	2.418	5.866	-2.364	5.271	0.02	0.046	-0.018	0.049	0.169	0.331	-0.206	0.598	5.81	13.135	2.0	1.0	1.0	3.041	0.692	6.286	0.7	0.486	0.113	0.468	0.127	0.185	0.454	0.053	0.129	0.143	0.35	59.22	3.599	58.429	3.54	6.425	1.913	0.108	0.025	0.892	0.025	520.376	138.817	394.429	52.189	316.306	70.321	579.596	137.034	449.286	46.809	317.012	69.688	625.512	164.551	580.071	192.902	332.015	72.439	7.0	0.0
33	O4TDUgPDzOWhPQkQpSRb3U2E0Fp1_LS	21225.0	9352.551	440.638	720.082	9.118	17.697	-8.329	14.803	0.063	0.108	-0.061	0.124	0.548	0.882	-0.704	1.376	9.843	20.91	51.0	42.0	16072.662	14.325	20.191	25.0	44220.0	33549.943	758.705	1142.213	13.841	25.44	-12.892	23.983	0.097	0.204	-0.097	0.2	0.812	1.435	-1.066	2.339	8.126	18.259	58.0	53.0	23948.116	14.567	16.708	14.0	24.0	50115.0	6809.539	135.878	138.593	2.892	4.013	-2.916	4.282	0.031	0.041	-0.031	0.041	0.26	0.321	-0.302	0.409	8.073	15.063	19.0	22.0	9185.294	3.467	2.818	11.0	17.0	1.0	8664.753	278.654	211.3	5.183	5.558	-5.059	5.147	0.043	0.048	-0.045	0.051	0.38	0.369	-0.458	0.527	2.57	11.868	11.0	19.0	0.728	236.954	63.442	149.556	1.161	3.604	-1.221	4.7	0.018	0.052	-0.018	0.052	0.151	0.447	-0.135	0.434	5.509	21.301	5.0	1.0	1.0	3.041	0.588	6.0	0.0	0.507	0.098	0.507	0.098	0.0	0.0	0.0	0.0	0.0	0.0	56.086	4.475	58.143	5.276	5.636	2.416	0.095	0.015	0.905	0.015	552.114	115.394	482.286	99.566	265.806	100.015	608.2	117.585	536.714	102.008	265.173	101.117	645.464	143.862	637.786	126.979	265.737	122.499	7.0	0.0
34	PRPyIVrPUVgCFtZ60nqvXc4wUov2_HS	25440.0	10901.846	429.291	815.632	9.743	18.697	-8.778	18.919	0.057	0.123	-0.056	0.112	0.535	1.004	-0.649	1.377	9.214	19.444	45.0	52.0	29532.076	21.941	29.626	23.0	55125.0	31166.658	565.382	1167.874	10.44	23.285	-10.171	24.854	0.069	0.184	-0.066	0.169	0.592	1.212	-0.752	2.065	7.101	18.173	68.0	74.0	35406.547	17.606	21.814	14.0	21.0	57330.0	7403.781	129.143	338.137	2.556	7.193	-2.545	6.624	0.026	0.054	-0.026	0.053	0.221	0.443	-0.254	0.543	8.452	16.529	31.0	26.0	15988.388	5.196	7.756	11.0	18.0	0.0	9150.491	293.709	274.949	5.291	6.684	-5.101	6.322	0.043	0.053	-0.044	0.056	0.383	0.423	-0.446	0.569	4.134	14.317	11.0	42.0	0.611	925.741	571.445	712.515	11.226	15.297	-12.668	22.372	0.084	0.138	-0.084	0.102	0.777	1.021	-0.891	1.506	9.167	13.605	3.0	1.0	1.0	3.14	0.439	6.0	0.0	0.523	0.073	0.523	0.073	0.0	0.0	0.0	0.0	0.0	0.0	65.514	5.376	65.286	6.496	5.841	2.894	0.106	0.013	0.894	0.013	562.514	85.878	488.857	153.779	340.375	83.866	628.029	87.802	557.714	158.686	340.999	82.689	686.821	95.777	627.571	181.084	351.836	94.051	7.0	0.0
35	PRPyIVrPUVgCFtZ60nqvXc4wUov2_LS	28455.0	9721.575	341.647	698.913	6.974	15.639	-7.114	15.624	0.044	0.096	-0.045	0.098	0.41	0.795	-0.508	1.176	8.89	20.544	51.0	46.0	22463.831	15.6	21.655	23.0	43995.0	24442.07	555.565	1061.463	9.699	20.663	-9.649	20.489	0.068	0.151	-0.066	0.152	0.574	1.055	-0.73	1.745	7.847	19.459	55.0	50.0	31912.612	15.736	19.573	14.0	17.0	58770.0	5592.145	95.153	103.017	2.021	3.311	-2.076	3.053	0.024	0.035	-0.024	0.036	0.193	0.264	-0.23	0.348	8.249	15.944	11.0	14.0	11676.567	3.428	3.302	9.0	18.0	1.0	9427.751	302.754	265.812	5.162	6.145	-5.432	6.455	0.048	0.056	-0.046	0.054	0.39	0.412	-0.479	0.583	4.112	12.609	9.0	31.0	0.649	146.326	66.361	206.175	1.238	6.057	-1.501	3.636	0.011	0.037	-0.013	0.054	0.107	0.374	-0.126	0.487	4.624	13.035	1.0	1.0	1.0	3.218	0.519	6.0	0.0	0.536	0.086	0.536	0.086	0.0	0.0	0.0	0.0	0.0	0.0	68.0	4.81	66.429	3.849	6.734	2.458	0.109	0.021	0.891	0.021	575.686	103.811	413.714	115.011	436.577	97.685	643.686	103.73	483.429	114.274	437.566	96.788	705.714	122.796	554.857	187.618	465.581	108.824	7.0	0.0
36	QJ1jbbS5crQeT8NtefEk8cqck6a2_HS	25215.0	10557.081	418.683	746.499	8.522	17.663	-8.253	16.285	0.057	0.109	-0.057	0.103	0.511	0.893	-0.651	1.291	9.285	19.349	38.0	49.0	21708.835	16.509	27.359	25.0	33615.0	23799.514	708.003	978.478	11.581	19.399	-11.302	20.594	0.085	0.168	-0.086	0.164	0.726	1.124	-0.915	1.886	8.091	18.507	43.0	43.0	20438.655	13.571	15.907	14.0	18.0	28650.0	12046.74	420.48	699.871	7.656	17.707	-7.612	16.824	0.059	0.14	-0.059	0.138	0.517	0.859	-0.647	1.748	8.468	20.428	39.0	51.0	8759.855	7.766	7.308	11.0	19.0	0.0	8987.559	288.896	229.08	5.528	6.598	-5.585	6.042	0.046	0.05	-0.048	0.056	0.397	0.415	-0.5	0.577	3.133	11.946	9.0	27.0	0.785	304.883	51.851	207.373	0.939	3.64	-0.85	4.274	0.008	0.042	-0.008	0.037	0.073	0.291	-0.083	0.406	2.31	10.83	2.0	1.0	1.0	4.289	1.509	7.429	1.761	0.569	0.104	0.523	0.099	0.795	0.993	0.139	0.162	0.714	0.881	69.497	2.404	69.429	3.156	9.331	4.549	0.106	0.019	0.893	0.019	592.735	115.907	521.571	80.144	319.731	108.702	662.232	116.382	589.714	81.666	323.567	108.16	699.78	132.593	706.0	136.908	327.382	108.542	7.0	0.0
37	QJ1jbbS5crQeT8NtefEk8cqck6a2_LS	24465.0	9482.104	387.578	709.287	7.618	17.493	-7.734	16.339	0.057	0.126	-0.056	0.125	0.515	1.018	-0.633	1.411	8.002	19.201	44.0	46.0	16972.836	13.889	19.239	25.0	42735.0	32202.336	753.535	1058.813	13.419	22.625	-12.567	20.015	0.096	0.169	-0.093	0.169	0.827	1.257	-1.015	1.906	7.935	18.278	55.0	58.0	20786.88	14.506	18.609	14.0	24.0	28200.0	13790.042	489.009	809.045	8.579	17.962	-7.911	14.383	0.063	0.113	-0.063	0.126	0.553	0.908	-0.69	1.413	7.932	18.007	35.0	42.0	8623.196	8.396	8.892	11.0	19.0	1.0	8892.616	285.569	243.451	5.837	6.991	-5.623	6.508	0.048	0.06	-0.049	0.061	0.413	0.445	-0.515	0.672	3.112	11.736	8.0	30.0	0.733	282.403	133.524	201.806	3.915	6.71	-2.838	4.879	0.032	0.046	-0.03	0.045	0.266	0.358	-0.308	0.542	9.48	22.833	4.0	4.0	1.0	3.31	0.72	6.0	0.0	0.552	0.12	0.552	0.12	0.0	0.0	0.0	0.0	0.0	0.0	78.943	14.335	78.429	8.699	13.167	6.923	0.127	0.044	0.873	0.044	583.0	149.178	481.286	119.842	299.042	102.937	661.943	144.051	558.857	115.373	300.188	104.975	693.179	150.964	622.857	180.608	318.64	114.38	7.0	0.0
38	QRz0EZtD8ceVPVRc4Y8hiFvdYNh1_HS	26115.0	10877.269	416.514	745.777	9.553	19.097	-9.116	21.588	0.063	0.147	-0.062	0.128	0.576	1.069	-0.777	1.761	10.409	20.548	57.0	50.0	23811.454	17.02	21.17	25.0	33495.0	24294.28	725.311	1166.656	13.577	23.999	-12.403	22.807	0.095	0.193	-0.095	0.187	0.778	1.274	-1.072	2.164	8.519	19.242	43.0	52.0	44931.788	25.472	53.158	14.0	16.0	43215.0	19211.326	444.552	947.832	7.523	18.843	-7.388	22.552	0.059	0.163	-0.058	0.149	0.537	1.246	-0.585	1.627	6.992	17.591	43.0	40.0	24241.285	11.28	21.853	11.0	20.0	0.0	8762.645	281.395	191.883	4.736	4.943	-4.729	5.097	0.042	0.047	-0.043	0.048	0.37	0.379	-0.421	0.469	2.233	11.728	9.0	17.0	0.811	188.775	56.435	103.965	1.129	2.344	-1.181	2.918	0.012	0.031	-0.012	0.03	0.1	0.222	-0.131	0.304	6.64	14.919	2.0	1.0	1.0	4.443	1.193	6.286	0.7	0.706	0.176	0.699	0.176	0.155	0.381	0.027	0.066	0.143	0.35	58.78	3.754	60.429	4.17	5.982	1.367	0.073	0.014	0.927	0.014	782.502	208.966	677.0	346.434	539.293	113.187	841.282	211.133	736.143	350.846	542.974	113.564	932.107	224.757	878.643	250.209	547.747	128.095	7.0	0.0
39	QRz0EZtD8ceVPVRc4Y8hiFvdYNh1_LS	24570.0	9240.904	376.105	637.714	7.928	15.974	-7.503	16.597	0.057	0.117	-0.055	0.109	0.493	0.88	-0.643	1.368	8.985	18.617	45.0	46.0	19981.388	15.733	17.633	25.0	38310.0	26219.039	684.392	1053.088	12.243	23.171	-10.818	18.748	0.084	0.16	-0.083	0.175	0.69	1.174	-0.895	1.916	7.531	16.949	44.0	55.0	25552.353	16.507	19.964	14.0	20.0	39180.0	11093.137	283.133	451.234	4.283	8.682	-4.045	8.559	0.041	0.082	-0.041	0.074	0.359	0.56	-0.377	0.835	6.09	14.699	25.0	25.0	18725.453	10.155	13.497	11.0	20.0	1.0	9019.97	289.798	206.826	5.264	5.388	-5.27	5.894	0.046	0.051	-0.045	0.049	0.388	0.368	-0.474	0.544	1.862	11.467	9.0	18.0	0.745	38.691	19.841	54.773	0.432	1.508	-0.432	1.692	0.004	0.012	-0.004	0.009	0.042	0.11	-0.033	0.114	4.888	16.348	0.0	0.0	1.0	4.297	0.824	6.0	0.0	0.716	0.137	0.716	0.137	0.0	0.0	0.0	0.0	0.0	0.0	61.229	4.684	61.143	6.875	7.806	3.397	0.073	0.009	0.927	0.009	798.171	161.829	622.571	273.923	549.248	117.815	859.4	164.746	681.0	280.818	552.632	115.948	933.857	234.355	880.714	285.299	549.191	147.249	7.0	0.0
40	SVdk43M309Sap7nvQOTES2wjrkE3_HS																																																																																																																																																															
41	SVdk43M309Sap7nvQOTES2wjrkE3_LS																																																																																																																																																															
42	UTMomBGCn4Yfj7UNPulxMd6x2jx1_HS	24600.0	9687.039	393.782	659.653	7.582	17.372	-7.136	16.034	0.058	0.147	-0.056	0.146	0.481	0.927	-0.615	1.723	8.28	18.949	37.0	37.0	18207.412	14.136	18.161	25.0	38910.0	23370.691	600.635	871.38	9.554	16.722	-9.052	16.583	0.077	0.159	-0.079	0.165	0.64	1.143	-0.782	1.686	7.398	16.74	42.0	35.0	25753.048	15.684	18.412	14.0	18.0	22485.0	10182.215	452.845	825.838	6.439	15.955	-5.752	11.206	0.051	0.108	-0.052	0.121	0.436	0.848	-0.505	1.23	7.111	19.863	31.0	30.0	7446.651	10.548	12.099	11.0	22.0	0.0	8862.053	284.587	215.379	4.697	4.836	-4.706	5.187	0.044	0.048	-0.044	0.048	0.367	0.368	-0.416	0.489	3.647	12.214	9.0	30.0	0.761	8.578	2.208	10.068	0.021	0.194	-0.022	0.19	0.0	0.002	-0.0	0.002	0.002	0.013	-0.002	0.017	1.365	9.795	1.0	0.0	1.0	3.247	0.404	6.0	0.0	0.541	0.067	0.541	0.067	0.0	0.0	0.0	0.0	0.0	0.0	69.829	2.962	67.143	4.223	10.651	3.779	0.109	0.015	0.891	0.015	579.514	80.903	579.857	123.472	205.15	53.292	649.343	80.727	649.0	121.55	206.005	50.655	686.143	104.244	669.357	136.978	184.457	93.402	7.0	0.0
43	UTMomBGCn4Yfj7UNPulxMd6x2jx1_LS	25770.0	9583.498	371.886	593.658	6.467	11.795	-6.188	11.451	0.046	0.075	-0.046	0.076	0.41	0.642	-0.482	0.85	8.709	19.696	50.0	44.0	18336.816	13.797	21.015	25.0	40650.0	26009.965	639.852	942.409	9.823	17.442	-9.619	16.581	0.079	0.142	-0.077	0.144	0.645	1.021	-0.797	1.553	6.997	16.393	46.0	45.0	25951.652	16.079	17.364	14.0	20.0	17535.0	6651.575	379.331	714.474	4.979	11.286	-4.509	9.49	0.041	0.093	-0.043	0.097	0.352	0.709	-0.411	0.964	5.568	15.558	17.0	13.0	6821.938	10.197	12.587	11.0	22.0	1.0	9002.371	289.093	195.799	4.236	4.568	-4.305	4.678	0.043	0.047	-0.043	0.048	0.361	0.344	-0.407	0.479	2.787	12.528	9.0	25.0	0.834	41.724	56.767	26.97	0.996	1.515	-0.834	1.27	0.012	0.011	-0.012	0.016	0.09	0.094	-0.128	0.18	13.525	24.768	0.0	1.0	1.0	3.184	0.528	6.0	0.0	0.531	0.088	0.531	0.088	0.0	0.0	0.0	0.0	0.0	0.0	64.286	7.542	63.0	6.188	8.736	4.241	0.104	0.019	0.896	0.019	572.457	104.944	486.714	123.672	301.626	198.578	636.743	105.685	544.0	130.81	305.219	197.303	683.214	118.058	606.286	128.83	313.491	223.641	7.0	0.0
44	V6TlsMC21YbLX2MyjUiEiVrhgMk2_HS	21615.0	8994.877	416.14	683.907	8.038	15.427	-8.382	14.742	0.054	0.092	-0.054	0.095	0.502	0.803	-0.602	1.089	9.323	20.286	39.0	42.0	16066.734	13.709	18.019	25.0	51000.0	32220.687	631.778	1110.275	11.6	24.478	-11.192	23.975	0.08	0.195	-0.083	0.194	0.693	1.297	-0.897	2.237	7.754	18.375	62.0	64.0	21958.86	11.85	14.185	14.0	22.0	47430.0	6452.193	136.036	121.998	2.624	3.509	-2.577	3.351	0.03	0.038	-0.03	0.039	0.249	0.302	-0.281	0.36	7.789	16.16	22.0	25.0	12771.512	5.219	5.075	11.0	23.0	0.0	8892.47	285.702	257.599	5.652	7.004	-5.602	6.682	0.047	0.058	-0.048	0.06	0.415	0.461	-0.495	0.648	4.461	14.085	13.0	40.0	0.627	215.955	37.298	108.309	0.894	3.331	-0.891	3.389	0.008	0.025	-0.008	0.02	0.069	0.213	-0.09	0.303	3.465	11.998	3.0	4.0	1.0	3.175	1.327	6.0	0.0	0.529	0.221	0.529	0.221	0.0	0.0	0.0	0.0	0.0	0.0	96.371	7.255	96.857	8.271	13.697	3.718	0.172	0.055	0.828	0.055	538.543	262.678	405.286	229.578	408.989	240.872	634.914	265.418	504.429	239.476	411.752	240.437	707.893	321.369	601.0	378.086	419.625	250.763	7.0	0.0
45	V6TlsMC21YbLX2MyjUiEiVrhgMk2_LS	23445.0	9032.536	385.265	619.398	7.51	13.487	-7.482	13.408	0.054	0.106	-0.053	0.105	0.473	0.769	-0.582	1.16	8.875	19.668	44.0	33.0	18245.191	15.091	18.141	25.0	39540.0	27421.845	693.522	1020.484	11.667	20.542	-11.534	21.114	0.082	0.168	-0.084	0.159	0.703	1.124	-0.891	1.891	7.887	17.05	42.0	45.0	25042.593	15.279	17.142	14.0	21.0	55125.0	6647.831	120.596	105.172	2.532	3.55	-2.479	3.449	0.029	0.039	-0.029	0.042	0.241	0.294	-0.274	0.395	9.083	16.423	25.0	36.0	9309.672	3.114	2.66	11.0	23.0	1.0	8886.393	285.507	221.36	5.184	6.151	-5.194	5.392	0.044	0.049	-0.046	0.056	0.393	0.398	-0.46	0.557	3.157	11.98	9.0	28.0	0.727	419.815	89.992	215.16	1.815	5.252	-1.901	5.333	0.018	0.043	-0.017	0.043	0.143	0.359	-0.163	0.436	4.74	19.339	7.0	3.0	1.0	2.767	1.82	6.429	1.05	0.404	0.163	0.372	0.087	0.367	0.898	0.051	0.124	0.143	0.35	84.761	22.466	86.857	26.648	14.676	7.847	0.188	0.061	0.811	0.06	391.268	168.223	323.0	52.617	239.485	295.779	476.029	175.244	409.429	53.307	237.321	293.131	493.827	194.167	426.643	52.481	246.868	308.943	7.0	0.0
46	Vhi1KMa2MecuTnTzWb8QBp9rNDw1_HS	28755.0	12013.645	417.793	1061.612	9.639	27.027	-9.842	25.873	0.064	0.156	-0.065	0.166	0.623	1.503	-0.791	2.035	8.529	21.741	53.0	51.0	31771.616	23.835	51.16	24.0	51840.0	28184.585	543.684	1106.663	11.232	27.564	-10.82	23.375	0.077	0.206	-0.075	0.207	0.655	1.434	-0.883	2.379	8.093	17.732	48.0	65.0	23965.763	12.58	15.427	14.0	21.0	59085.0	8824.224	149.348	371.891	3.267	8.706	-3.432	9.091	0.029	0.056	-0.029	0.062	0.249	0.505	-0.299	0.711	6.81	15.263	29.0	30.0	12184.276	4.178	4.135	11.0	24.0	0.0	9841.65	316.045	437.213	6.482	10.929	-6.538	11.454	0.049	0.085	-0.049	0.08	0.424	0.66	-0.538	0.919	4.613	15.296	19.0	42.0	0.358	844.499	145.855	342.931	3.653	9.875	-4.053	13.346	0.038	0.127	-0.032	0.074	0.308	0.783	-0.387	1.264	7.675	17.565	5.0	7.0	1.0	3.6	0.999	6.286	0.7	0.569	0.131	0.55	0.127	0.224	0.549	0.043	0.106	0.143	0.35	85.469	5.111	84.714	5.725	8.772	2.548	0.131	0.023	0.869	0.023	592.204	149.914	641.0	154.31	252.171	47.781	677.673	153.914	726.857	155.226	256.125	47.585	722.69	184.805	773.143	159.839	236.607	59.354	7.0	0.0
47	Vhi1KMa2MecuTnTzWb8QBp9rNDw1_LS	26865.0	9705.192	361.258	767.249	7.842	20.436	-7.809	17.957	0.056	0.127	-0.055	0.142	0.494	1.061	-0.59	1.596	8.403	20.034	42.0	45.0	23595.429	17.781	20.001	21.0	58095.0	35276.245	607.217	1209.439	11.832	27.935	-11.036	27.886	0.081	0.237	-0.082	0.235	0.679	1.468	-0.916	2.818	6.963	17.671	66.0	78.0	28361.207	16.528	20.438	12.0	23.0	59340.0	13946.665	235.03	633.777	4.281	13.693	-4.288	13.745	0.036	0.09	-0.037	0.093	0.319	0.794	-0.378	1.018	7.05	18.096	43.0	42.0	26425.445	9.025	12.811	11.0	24.0	1.0	9666.142	309.812	407.797	5.609	9.163	-5.743	9.821	0.044	0.078	-0.045	0.082	0.374	0.535	-0.477	0.935	3.678	15.118	21.0	36.0	0.297	25.975	7.98	20.542	0.192	1.081	-0.21	0.642	0.002	0.008	-0.002	0.011	0.018	0.067	-0.021	0.106	1.795	8.768	0.0	1.0	1.0	2.919	0.569	6.0	0.0	0.486	0.095	0.486	0.095	0.0	0.0	0.0	0.0	0.0	0.0	88.171	4.889	87.571	4.562	6.765	2.183	0.156	0.029	0.844	0.029	495.571	115.175	473.429	105.226	253.875	48.502	583.743	113.751	562.286	103.493	254.175	48.61	625.429	141.028	643.357	157.038	258.809	57.649	7.0	0.0
48	WpwRDjuqqdRavEdFOgqbpRA19Q32_HS	24435.0	8847.748	362.093	584.521	6.697	15.005	-6.213	11.236	0.049	0.096	-0.049	0.109	0.431	0.777	-0.516	1.161	6.868	18.84	36.0	34.0	16126.147	14.196	14.894	25.0	43965.0	28151.59	640.318	1005.319	10.955	20.042	-10.002	18.961	0.077	0.155	-0.077	0.146	0.641	1.067	-0.811	1.7	7.919	17.397	56.0	57.0	49443.97	22.954	37.485	14.0	18.0	56940.0	5052.941	88.741	340.983	1.862	12.77	-1.854	7.434	0.019	0.088	-0.019	0.114	0.155	0.714	-0.193	1.114	8.151	18.674	20.0	24.0	9366.578	2.815	2.745	5.0	25.0	0.0	8694.904	279.22	261.344	4.104	5.223	-4.2	5.545	0.041	0.055	-0.041	0.052	0.333	0.397	-0.397	0.528	3.499	11.357	9.0	24.0	0.665	314.49	71.071	186.643	1.552	7.027	-1.913	6.177	0.018	0.053	-0.016	0.06	0.186	0.576	-0.153	0.534	4.175	16.954	5.0	3.0	1.0	3.765	1.16	6.571	0.904	0.565	0.122	0.506	0.11	0.599	0.95	0.114	0.18	0.286	0.452	83.731	18.671	73.571	8.6	22.534	21.881	0.127	0.021	0.873	0.021	583.139	127.585	502.0	105.05	335.636	108.714	666.869	139.071	573.857	106.146	347.924	115.952	680.726	159.356	626.286	178.717	345.556	102.33	7.0	0.0
49	WpwRDjuqqdRavEdFOgqbpRA19Q32_LS	24885.0	8962.061	360.139	584.163	6.472	13.848	-5.988	11.715	0.048	0.089	-0.047	0.093	0.406	0.712	-0.499	1.024	7.933	19.546	38.0	40.0	15798.341	13.198	16.945	25.0	42600.0	29025.206	681.343	1043.679	11.954	22.446	-11.393	22.558	0.086	0.179	-0.083	0.173	0.726	1.271	-0.906	2.022	8.283	17.741	53.0	59.0	43286.563	22.806	43.934	14.0	19.0	59415.0	3229.391	54.353	72.696	1.139	2.498	-1.146	2.63	0.013	0.029	-0.013	0.028	0.106	0.196	-0.132	0.302	11.126	20.159	16.0	21.0	10626.197	2.967	2.57	5.0	25.0	1.0	8362.528	268.03	232.613	4.15	4.845	-4.015	5.11	0.042	0.05	-0.041	0.048	0.349	0.362	-0.388	0.49	3.128	9.902	8.0	21.0	0.654	82.603	32.204	149.103	0.919	4.073	-0.906	6.114	0.009	0.05	-0.01	0.041	0.089	0.469	-0.09	0.421	3.913	18.772	4.0	2.0	1.0	4.076	1.072	6.571	0.904	0.628	0.185	0.593	0.208	0.397	0.629	0.092	0.145	0.286	0.452	94.776	13.257	89.286	14.38	28.357	13.186	0.14	0.047	0.86	0.047	650.053	225.764	507.143	178.488	411.976	195.721	744.829	226.709	602.143	197.75	422.173	202.938	815.238	290.249	746.0	229.121	407.642	192.887	7.0	0.0
